都道府県名,municipality,town,小字・通称名,街区符号・地番,座標系番号,Ｘ座標,Ｙ座標,latitude,longitude,住居表示フラグ,代表フラグ,更新前履歴フラグ,更新後履歴フラグ
愛知県,半田市,清城町二丁目,,13,7,-122221.5,-23517.5,34.898015,136.909342,1,1,0,0
愛知県,半田市,清水西町,,1,7,-122018.6,-22060.7,34.899875,136.925274,0,1,0,0
愛知県,半田市,清水東町,,1,7,-122004.3,-21833.2,34.90001,136.927763,0,1,0,0
愛知県,半田市,清水北町,,1,7,-121946.8,-22072,34.900523,136.925151,0,1,0,0
愛知県,半田市,西億田町,,1,7,-122710.1,-19703.5,34.89369,136.951085,0,1,0,0
愛知県,半田市,西新町,,22,7,-122054.8,-21650.4,34.899559,136.929766,0,1,0,0
愛知県,半田市,西生見町,,1,7,-118958.5,-19492.9,34.927515,136.953302,0,1,0,0
愛知県,半田市,西大矢知町一丁目,,19,7,-118788.6,-20975.7,34.929017,136.937065,0,1,0,0
愛知県,半田市,西大矢知町三丁目,,76,7,-119318.3,-20953.5,34.924242,136.937321,0,1,0,0
愛知県,半田市,西大矢知町四丁目,,49,7,-119506.3,-21194.7,34.922542,136.934687,0,1,0,0
愛知県,半田市,西大矢知町二丁目,,40,7,-118888,-20850.7,34.928123,136.938436,0,1,0,0
愛知県,半田市,西端町,,15,7,-122983,-21533.9,34.891195,136.931064,0,1,0,0
愛知県,半田市,青山一丁目,,5,7,-124635.3,-23032.7,34.876266,136.914711,1,1,0,0
愛知県,半田市,青山五丁目,,2,7,-124391.8,-23863.7,34.878442,136.905615,1,1,0,0
愛知県,半田市,青山三丁目,,8,7,-124653.5,-23473,34.876092,136.909897,1,1,0,0
愛知県,半田市,青山四丁目,,2,7,-124030.5,-23821.5,34.8817,136.906067,1,1,0,0
愛知県,半田市,青山七丁目,,8,7,-124695.5,-24199.5,34.875697,136.90195,1,1,0,0
愛知県,半田市,青山二丁目,,4,7,-124299.5,-23279.4,34.879286,136.912004,1,1,0,0
愛知県,半田市,青山六丁目,,2,7,-124642.8,-23868.7,34.876179,136.905567,1,1,0,0
愛知県,半田市,石塚町一丁目,,81,7,-117843.3,-19952.7,34.937559,136.94824,0,1,0,0
愛知県,半田市,石塚町五丁目,,85,7,-117846.8,-20009.2,34.937525,136.947623,0,1,0,0
愛知県,半田市,石塚町三丁目,,2,7,-117647.3,-20526.2,34.939314,136.941959,0,1,0,0
愛知県,半田市,石塚町四丁目,,191,7,-117820.3,-20330.5,34.937759,136.944106,0,1,0,0
愛知県,半田市,石塚町二丁目,,10,7,-117486.6,-20171.9,34.94077,136.945834,0,1,0,0
愛知県,半田市,川崎町一丁目,,408,7,-124990.3,-21972.7,34.873089,136.926316,0,1,0,0
愛知県,半田市,川崎町三丁目,,1,7,-125607.8,-21842,34.867525,136.927762,0,1,0,0
愛知県,半田市,川崎町四丁目,,1,7,-124737.1,-20556.5,34.8754,136.941801,0,1,0,0
愛知県,半田市,川崎町二丁目,,1,7,-125369.1,-21923.5,34.869675,136.926863,0,1,0,0
愛知県,半田市,川田町,,3,7,-122523.1,-20172.2,34.895367,136.945952,0,1,0,0
愛知県,半田市,泉町,,34,7,-122515.5,-21930.2,34.8954,136.926715,0,1,0,0
愛知県,半田市,船入町,,1,7,-123089.1,-21333.2,34.890241,136.933263,0,1,0,0
愛知県,半田市,前潟町,,1,7,-124239.8,-21666,34.87986,136.929651,0,1,0,0
愛知県,半田市,前崎西町,,1,7,-122223,-21973.7,34.898035,136.926231,0,1,0,0
愛知県,半田市,前崎東町,,1,7,-122148.1,-21842.9,34.898713,136.927662,0,1,0,0
愛知県,半田市,前田町,,69,7,-120507.8,-19324,34.913552,136.955186,0,1,0,0
愛知県,半田市,相賀町,,1,7,-121907.8,-19808.5,34.900922,136.949916,0,1,0,0
愛知県,半田市,大高町一丁目,,37,7,-119306.1,-20178.5,34.924368,136.945805,0,1,0,0
愛知県,半田市,大高町三丁目,,101,7,-119382.6,-20206.7,34.923676,136.945499,0,1,0,0
愛知県,半田市,大高町二丁目,,17,7,-119430.3,-19893,34.923253,136.948934,0,1,0,0
愛知県,半田市,大松町一丁目,,38,7,-120964.1,-19444.2,34.909435,136.953881,0,1,0,0
愛知県,半田市,大松町二丁目,,45,7,-120956,-19549.4,34.909506,136.95273,0,1,0,0
愛知県,半田市,大池町一丁目,,5,7,-119936.8,-19609.5,34.918694,136.952047,0,1,0,0
愛知県,半田市,大池町三丁目,,55,7,-120183.1,-19902.2,34.916468,136.948849,0,1,0,0
愛知県,半田市,大池町四丁目,,53,7,-120497,-19930.7,34.913637,136.948545,0,1,0,0
愛知県,半田市,大池町二丁目,,134,7,-120060.6,-19895.7,34.917572,136.948918,0,1,0,0
愛知県,半田市,大伝根町一丁目,,5,7,-119762,-20685.7,34.920248,136.940266,0,1,0,0
愛知県,半田市,大伝根町二丁目,,5,7,-119533.1,-20697.4,34.922311,136.940132,0,1,0,0
